customer_id,age,gender,purchase_count,total_spent,avg_order_value,days_since_last_purchase,website_visits_30d,cart_adds_30d,discount_usage_rate,support_tickets_90d,customer_tenure_days,preferred_channel,region,returned_90d
C02597,42,Female,9,743.1,82.57,116,7.0,1,0.474,0,130,Store,South,0
C02598,52,Female,5,1385.2,277.04,51,7.0,2,0.614,3,1303,Mobile,Central,0
C02599,64,Female,5,1284.05,256.81,67,10.0,2,0.388,2,1464,Web,South,0
C02600,36,Female,7,1074.66,153.52,31,6.0,1,0.387,0,502,Mobile,Central,1
C02601,59,Female,8,542.74,67.84,39,8.0,1,0.12,1,591,Web,Central,0
C02602,28,Male,7,1687.36,241.05,118,3.0,0,0.091,1,114,Store,South,0
C02603,55,Male,6,858.2,143.03,85,7.0,4,0.128,1,919,Mobile,North,1
C02604,45,Female,3,154.79,51.6,43,7.0,5,0.053,1,757,Mobile,North,0
C02605,54,Female,8,482.4,60.3,51,5.0,0,0.235,1,1494,Store,Central,0
C02606,54,Male,6,488.06,81.34,41,10.0,1,0.124,0,126,Mobile,South,1
C02607,43,Male,5,1864.34,372.87,78,6.0,3,0.685,1,508,Web,South,0
C02608,30,Male,8,482.56,60.32,30,10.0,2,0.345,0,251,,South,1
C02609,43,Female,8,1249.47,156.18,78,3.0,2,0.11,2,419,Mobile,North,0
C02610,57,Female,5,227.5,45.5,147,10.0,1,0.424,2,1222,Web,South,0
C02611,64,Male,11,1362.25,123.84,56,8.0,2,0.281,0,1196,Mobile,Central,1
C02612,62,Female,12,289.75,24.15,16,5.0,1,0.309,1,215,Mobile,North,0
C02613,26,Female,5,1823.92,364.78,45,7.0,6,0.236,0,1411,Store,North,1
C02614,46,Female,5,860.07,172.01,139,6.0,0,0.526,1,424,Web,South,0
C02615,23,Male,9,1547.05,171.89,51,11.0,1,0.411,0,1439,Web,North,1
C02616,50,Female,8,826.51,103.31,20,7.0,4,0.432,0,846,Web,South,1
C02617,65,Female,9,607.01,67.45,44,15.0,5,0.509,4,197,Mobile,North,1
C02618,20,Female,9,275.11,30.57,124,10.0,1,0.243,2,1315,Web,South,0
C02619,49,Male,5,202.64,40.53,30,7.0,4,0.09,1,919,Mobile,North,1
C02620,63,Female,5,596.26,119.25,126,10.0,3,0.496,0,1350,Mobile,South,0
C02621,58,Female,11,950.61,86.42,41,10.0,3,0.171,0,861,Mobile,North,1
C02622,36,Male,7,385.43,55.06,216,6.0,6,0.311,2,1475,Store,South,0
C02623,22,Male,7,2837.82,405.4,33,5.0,7,0.039,0,445,Store,South,0
C02624,62,Female,10,2092.21,209.22,24,8.0,2,0.523,1,117,Mobile,South,0
C02625,62,Female,6,853.6,142.27,3,8.0,5,0.225,1,1335,Web,South,1
C02626,45,Male,7,2260.22,322.89,47,7.0,1,0.3,0,1316,Mobile,North,0
C02627,64,Male,8,870.27,108.78,40,7.0,5,0.282,0,60,Mobile,North,0
C02628,18,Male,9,391.23,43.47,138,9.0,3,0.47,0,600,Mobile,South,0
C02629,47,Female,5,777.61,155.52,94,9.0,4,0.144,0,918,Web,South,0
C02630,19,Female,7,1440.56,205.79,122,18.0,3,0.064,2,159,Mobile,Central,0
C02631,62,Male,8,544.76,68.1,104,8.0,3,0.175,0,322,Store,South,0
C02632,50,Male,7,2479.29,354.18,48,6.0,5,0.236,1,248,Store,North,0
C02633,61,Male,6,663.97,110.66,365,12.0,1,0.162,0,856,Store,South,0
C02634,45,Male,9,1561.62,173.51,45,10.0,4,0.49,0,1185,Mobile,North,0
C02635,21,Female,6,819.08,136.51,67,3.0,4,0.11,0,748,Web,North,1
C02636,19,Female,11,506.91,46.08,169,5.0,5,0.091,0,827,Store,South,0
C02637,34,Male,11,355.42,32.31,96,4.0,3,0.117,0,1308,Web,North,0
C02638,53,Male,5,1669.0,333.8,56,5.0,0,0.188,2,782,Web,Central,0
C02639,25,Male,7,1167.98,166.85,76,13.0,2,0.097,2,1459,Mobile,North,0
C02640,58,Female,11,571.09,51.92,30,9.0,3,0.246,0,514,Mobile,North,1
C02641,29,Female,4,1687.88,421.97,37,12.0,1,0.194,0,228,Store,North,1
C02642,41,Female,5,589.8,117.96,67,12.0,5,0.297,0,1298,Mobile,North,1
C02643,27,Male,4,1130.01,282.5,20,6.0,1,0.263,0,1293,Web,South,1
C02644,40,Female,5,1251.09,250.22,28,15.0,3,0.303,1,155,Mobile,North,0
C02645,39,Male,8,3099.18,387.4,7,9.0,3,0.228,1,342,Mobile,South,1
C02646,18,Female,6,2991.41,498.57,50,8.0,3,0.268,1,329,Web,South,1
C02647,45,Female,5,596.6,119.32,55,8.0,4,0.473,0,529,Web,South,0
C02648,55,Female,8,501.81,62.73,107,6.0,3,0.256,1,617,Store,North,0
C02649,62,Female,8,1063.08,132.88,24,11.0,1,0.39,0,91,Mobile,North,0
C02650,33,Male,5,1818.87,363.77,37,3.0,0,0.261,0,1115,Mobile,North,0
C02651,60,Female,4,191.55,47.89,88,6.0,4,0.064,2,1053,Mobile,South,0
C02652,60,Male,7,2568.76,366.97,100,6.0,3,0.209,0,1129,Store,North,1
C02653,65,Male,6,697.09,116.18,96,7.0,3,0.298,0,161,Web,South,0
C02654,35,Male,7,1772.82,253.26,26,5.0,3,0.338,0,336,Web,South,1
C02655,58,Male,7,703.84,100.55,10,8.0,3,0.137,1,401,Mobile,South,0
C02656,45,Male,7,2415.88,345.13,55,7.0,2,0.657,1,65,Mobile,Central,0
C02657,20,Male,10,695.25,69.53,48,5.0,2,0.076,1,755,Mobile,North,1
C02658,30,Female,4,1479.14,369.78,57,13.0,3,0.436,0,488,Web,South,0
C02659,50,Male,8,964.15,120.52,65,7.0,2,0.437,0,860,Mobile,South,1
C02660,25,Male,5,375.52,75.1,73,7.0,5,0.32,3,453,Web,South,0
C02661,38,Female,3,672.12,224.04,74,12.0,4,0.022,1,771,Store,South,0
C02662,55,Female,6,162.97,27.16,38,8.0,2,0.357,2,1036,Store,North,0
C02663,25,Male,8,605.28,75.66,43,6.0,3,0.188,1,66,Web,South,1
C02664,41,Male,6,1220.98,203.5,33,4.0,5,0.105,1,458,Web,South,1
C02665,28,Female,14,2341.9,167.28,90,8.0,4,0.336,1,133,Mobile,South,0
C02666,43,Female,7,929.18,132.74,20,4.0,2,0.381,0,664,Mobile,North,1
C02667,29,Male,8,3708.07,463.51,161,8.0,2,0.278,0,701,Mobile,Central,0
C02668,64,Female,10,1936.53,193.65,49,8.0,5,0.19,1,1194,Web,North,0
C02669,21,Male,8,521.81,65.23,49,1.0,4,0.216,0,1420,Mobile,North,1
C02670,64,Male,10,976.76,97.68,42,7.0,5,0.309,2,775,Mobile,North,1
C02671,56,Female,6,1384.01,230.67,92,3.0,5,0.14,1,351,Mobile,North,0
C02672,59,Female,4,712.56,178.14,53,10.0,1,0.146,0,742,Mobile,South,0
C02673,58,Female,8,1212.0,151.5,35,5.0,6,0.093,1,818,Store,North,0
C02674,27,Male,9,628.87,69.87,89,10.0,2,0.122,0,96,Web,South,0
C02675,62,Male,4,956.98,239.24,29,10.0,3,0.232,0,720,Store,South,0
C02676,46,Male,5,2163.11,432.62,94,9.0,4,0.108,0,922,Mobile,South,0
C02677,64,Male,12,669.08,55.76,13,9.0,1,0.154,2,840,Mobile,South,1
C02678,60,Male,10,287.8,28.78,123,11.0,4,0.117,0,367,Web,North,0
C02679,45,Female,5,3062.05,612.41,28,8.0,5,0.165,2,482,Store,North,0
C02680,35,Female,6,1698.23,283.04,17,2.0,2,0.206,0,440,Mobile,South,1
C02681,23,Female,7,1339.68,191.38,40,12.0,4,,1,1071,Mobile,Central,0
C02682,22,Male,4,2519.15,629.79,36,6.0,3,0.102,1,172,Mobile,South,0
C02683,36,Male,3,1767.46,589.15,66,4.0,2,0.272,1,823,Store,Central,0
C02684,56,Female,7,706.82,100.97,16,15.0,1,0.42,0,996,Store,North,1
C02685,42,Male,2,3038.11,1519.06,64,9.0,1,0.005,3,1149,Web,South,0
C02686,41,Female,6,1217.04,202.84,40,5.0,4,0.243,0,787,Store,South,0
C02687,29,Male,7,1589.65,227.09,53,9.0,2,0.324,2,1444,Mobile,Central,1
C02688,45,Female,13,211.98,16.31,20,9.0,4,0.141,0,1085,Mobile,Central,1
C02689,48,Female,9,430.83,47.87,50,9.0,3,0.208,1,838,Web,North,0
C02690,65,Female,3,356.6,118.87,29,9.0,2,0.453,0,921,Web,Central,0
C02691,53,Female,7,336.22,48.03,11,6.0,7,0.047,0,300,Web,Central,1
C02692,47,Female,8,1417.41,177.18,78,2.0,6,0.313,0,1348,Web,South,0
C02693,61,Male,3,506.64,168.88,25,9.0,5,0.083,3,1415,Web,South,0
C02694,38,Female,2,1177.57,588.78,64,4.0,4,0.054,0,727,Mobile,North,0
C02695,62,Female,11,1734.41,157.67,25,10.0,3,0.29,1,1094,Mobile,North,1
C02696,35,Female,20,594.86,29.74,49,11.0,2,0.309,0,964,Mobile,North,1
C02697,24,Male,12,497.77,41.48,201,2.0,4,0.319,1,774,Web,Central,0
C02698,38,Male,5,224.21,44.84,104,10.0,3,0.284,1,1330,Web,North,0
C02699,24,Female,8,2069.71,258.71,150,4.0,2,0.307,0,914,Mobile,South,0
C02700,23,Female,9,614.89,68.32,108,12.0,5,0.074,1,1049,Store,South,0
C02701,60,Male,7,2609.67,372.81,48,4.0,3,0.745,0,1225,,North,1
C02702,56,Male,10,1323.36,132.34,92,10.0,4,0.262,2,711,Store,South,1
C02703,28,Male,8,2279.47,284.93,43,6.0,7,0.285,1,603,Mobile,North,1
C02704,58,Male,7,310.77,44.4,16,12.0,6,0.568,0,1434,Mobile,Central,1
C02705,21,Male,7,1543.81,220.54,59,8.0,2,0.146,0,111,Mobile,South,0
C02706,31,Male,10,1575.3,157.53,12,4.0,7,0.586,2,1310,Store,South,0
C02707,51,Male,5,1992.41,398.48,42,10.0,4,0.214,0,1057,Mobile,North,1
C02708,32,Female,13,521.34,40.1,115,10.0,1,0.331,0,864,Mobile,South,0
C02709,53,Male,12,638.51,53.21,100,8.0,6,0.569,0,1102,Mobile,North,1
C02710,59,Male,9,2028.82,225.42,43,8.0,4,0.317,1,1490,Store,South,1
C02711,21,Male,7,256.25,36.61,149,7.0,5,0.422,1,1484,Mobile,North,0
C02712,19,Male,4,469.52,117.38,71,7.0,4,0.148,1,838,Store,South,0
C02713,63,Female,10,1517.15,151.72,81,7.0,3,0.053,1,1073,Store,South,0
C02714,42,Female,9,704.75,78.31,36,8.0,2,0.058,1,357,,North,1
C02715,42,Male,9,797.37,88.6,90,10.0,3,0.025,4,869,Store,South,0
C02716,40,Male,6,100.86,16.81,45,6.0,4,0.221,0,848,Web,North,1
C02717,38,Male,3,2481.77,827.26,22,8.0,3,0.086,0,514,Mobile,South,1
C02718,51,Male,10,746.83,74.68,71,6.0,6,0.251,0,1444,Web,South,0
C02719,45,Male,5,1452.39,290.48,51,5.0,3,0.431,0,1471,Mobile,South,0
C02720,25,Male,8,2067.3,258.41,48,9.0,4,0.086,0,61,Web,South,1
C02721,48,Male,8,782.41,97.8,76,5.0,4,0.473,1,325,Mobile,South,0
C02722,50,Female,5,146.49,29.3,12,7.0,3,0.197,0,420,Web,Central,1
C02723,23,Male,5,1464.72,292.94,30,8.0,2,0.154,1,1083,Store,South,0
C02724,36,Male,11,2523.16,229.38,65,9.0,1,0.092,0,1082,Web,North,0
C02725,55,Female,4,1661.56,415.39,20,4.0,3,0.157,1,782,Mobile,South,1
C02726,47,Male,7,1279.63,182.8,26,5.0,3,0.042,2,1489,Mobile,South,1
C02727,24,Male,11,1653.26,150.3,90,3.0,2,0.385,2,482,Mobile,North,0
C02728,19,Male,8,1809.7,226.21,16,3.0,2,0.207,0,1242,Mobile,North,1
C02729,45,Male,11,922.04,83.82,104,8.0,4,0.159,1,1362,Store,North,0
C02730,40,Male,4,2560.69,640.17,77,13.0,3,0.203,0,272,Mobile,North,0
C02731,64,Female,9,1116.73,124.08,83,10.0,4,0.488,0,1286,Mobile,South,1
C02732,43,Female,10,1885.92,188.59,18,11.0,2,0.373,0,73,Web,South,1
C02733,62,Male,8,441.36,55.17,107,10.0,1,0.147,0,1469,Store,North,1
C02734,28,Male,5,956.37,191.27,58,11.0,3,0.305,0,40,Mobile,North,0
C02735,39,Female,12,541.88,45.16,151,3.0,3,0.511,0,1453,Store,North,0
C02736,24,Female,4,1354.98,338.74,78,9.0,3,0.07,1,548,Store,Central,0
C02737,45,Male,6,410.53,68.42,47,9.0,1,0.437,1,1361,Store,Central,0
C02738,27,Male,9,1663.38,184.82,13,9.0,2,0.207,0,555,Mobile,North,1
C02739,41,Male,10,1434.22,143.42,67,5.0,7,0.568,0,734,Mobile,South,0
C02740,34,Female,6,865.21,144.2,98,9.0,3,0.216,1,1035,Mobile,South,0
C02741,26,Male,6,1763.37,293.9,89,6.0,4,0.041,0,611,Mobile,North,0
C02742,22,Male,10,443.31,44.33,21,8.0,2,0.475,1,524,Mobile,Central,0
C02743,42,Male,8,1656.29,207.04,147,7.0,3,0.298,0,1102,Store,South,0
C02744,63,Male,6,485.26,80.88,31,8.0,4,0.224,2,1412,Mobile,South,0
C02745,27,Male,6,613.52,102.25,103,8.0,4,0.556,0,373,Web,South,0
C02746,37,Female,4,2070.78,517.7,24,6.0,4,0.198,0,600,Mobile,South,0
C02747,28,Female,8,2096.16,262.02,24,5.0,4,0.132,2,975,Store,Central,1
C02748,56,Male,5,1348.62,269.72,25,10.0,3,0.058,1,300,Mobile,North,1
C02749,37,Male,3,3657.34,1219.11,25,8.0,2,0.311,0,717,,North,1
C02750,64,Female,4,2714.09,678.52,15,6.0,1,0.205,1,1159,Mobile,North,1
C02751,29,Male,5,858.89,171.78,21,4.0,5,0.334,2,706,Mobile,North,0
C02752,21,Male,5,476.31,95.26,5,10.0,1,0.143,1,30,Mobile,Central,1
C02753,45,Male,10,1661.22,166.12,8,3.0,3,0.292,1,588,Web,North,1
C02754,49,Female,5,1150.19,230.04,171,9.0,2,0.155,0,907,Mobile,North,0
C02755,65,Female,6,1473.06,245.51,63,2.0,4,0.161,0,1155,Web,North,0
C02756,59,Female,7,1561.42,223.06,49,5.0,3,0.59,1,1290,Mobile,South,1
C02757,60,Female,6,566.28,94.38,62,7.0,5,0.326,0,150,Store,South,0
C02758,48,Male,5,447.6,89.52,35,4.0,6,0.296,0,635,Mobile,North,1
C02759,35,Male,13,1492.84,114.83,47,14.0,5,0.141,1,559,Mobile,North,1
C02760,38,Male,9,1461.89,162.43,38,7.0,1,0.361,1,1450,Mobile,South,1
C02761,24,Female,7,338.0,48.29,72,5.0,1,0.243,3,363,Mobile,Central,0
C02762,38,Female,6,612.33,102.06,94,8.0,4,0.182,1,958,Web,Central,0
C02763,35,Male,8,449.41,56.18,27,10.0,0,0.043,0,236,Mobile,South,1
C02764,19,Female,4,1051.67,262.92,20,7.0,3,0.167,1,882,Store,North,1
C02765,27,Male,11,953.3,86.66,32,9.0,4,0.166,2,377,Web,South,0
C02766,43,Male,7,205.66,29.38,28,7.0,4,0.245,1,651,Web,South,0
C02767,35,Male,5,1057.9,211.58,73,5.0,5,0.188,5,1288,Store,South,0
C02768,65,Female,8,1221.6,152.7,50,7.0,4,0.209,1,300,Mobile,North,1
C02769,40,Female,7,1264.73,180.68,22,5.0,2,0.261,1,541,Mobile,South,1
C02770,64,Female,9,451.27,50.14,8,10.0,6,0.345,0,161,Web,North,1
C02771,49,Female,9,975.44,108.38,82,11.0,0,0.395,0,252,Web,North,1
C02772,19,Female,7,2254.73,322.1,27,8.0,3,0.117,1,1325,Mobile,Central,1
C02773,27,Female,1,618.79,618.79,37,12.0,2,0.502,0,1224,Store,South,1
C02774,51,Female,12,2176.54,181.38,66,7.0,4,0.094,0,170,Mobile,North,1
C02775,44,Male,6,716.51,119.42,67,6.0,2,0.168,0,262,Store,Central,0
C02776,32,Female,12,1911.59,159.3,91,8.0,2,0.14,1,891,Mobile,South,0
C02777,43,Female,7,1451.2,207.31,109,9.0,0,0.406,0,1418,Mobile,South,0
C02778,61,Female,7,1024.43,146.35,25,4.0,2,0.379,0,49,Store,North,0
C02779,36,Male,15,1300.75,86.72,82,5.0,4,0.11,1,105,Mobile,North,1
C02780,20,Female,10,128.34,12.83,99,5.0,2,0.199,0,1347,Mobile,South,0
C02781,32,Female,8,1784.47,223.06,96,12.0,2,0.144,0,149,Web,South,0
C02782,62,Male,10,392.25,39.22,57,4.0,3,0.146,0,635,Mobile,Central,1
C02783,54,Female,2,2383.46,1191.73,112,7.0,3,0.095,0,352,Web,South,0
C02784,58,Male,12,1327.89,110.66,195,6.0,4,0.558,1,984,Store,South,0
C02785,61,Male,11,454.22,41.29,48,10.0,3,0.48,0,1069,Store,South,1
C02786,23,Male,4,1786.11,446.53,27,7.0,2,0.556,1,423,Store,North,1
C02787,31,Female,4,1081.56,270.39,59,10.0,4,0.255,0,114,Mobile,South,0
C02788,20,Female,12,1527.27,127.27,35,8.0,1,0.206,1,106,Web,South,1
C02789,18,Male,7,942.6,134.66,31,9.0,4,0.384,0,879,Mobile,North,1
C02790,58,Female,10,1649.83,164.98,154,3.0,4,0.078,0,204,Web,North,0
C02791,62,Male,9,637.01,70.78,39,5.0,1,0.602,2,1481,Store,South,0
C02792,25,Male,7,785.53,112.22,38,7.0,3,0.403,3,1389,Web,South,0
C02793,52,Female,5,1442.33,288.47,32,5.0,3,0.612,0,1205,Store,Central,1
C02794,43,Female,9,2404.23,267.14,65,8.0,3,0.131,0,92,Mobile,North,1
C02795,21,Female,10,1020.29,102.03,77,9.0,1,0.352,0,1351,Store,Central,1
C02796,61,Female,5,1698.07,339.61,124,7.0,3,0.481,0,1021,Web,South,1
C02797,59,Female,7,1605.61,229.37,20,6.0,7,0.215,1,780,Web,Central,1
C02798,45,Male,5,2304.54,460.91,121,9.0,3,0.071,0,1341,Mobile,North,0
C02799,51,Male,5,506.3,101.26,24,15.0,0,0.235,4,506,,South,1
C02800,37,Male,5,1279.41,255.88,19,8.0,2,0.26,0,490,Web,Central,1
C02801,56,Female,9,1201.74,133.53,44,5.0,1,0.234,2,1029,Store,North,1
C02802,39,Female,9,1279.73,142.19,21,8.0,2,0.218,0,1274,Mobile,North,0
C02803,65,Female,5,702.82,140.56,65,9.0,2,0.286,1,529,Store,North,0
C02804,21,Male,10,1039.66,103.97,31,11.0,2,0.215,1,285,Web,South,0
C02805,26,Male,6,1903.17,317.2,92,7.0,1,0.404,1,1335,Web,North,1
C02806,64,Female,4,527.56,131.89,73,9.0,6,0.495,0,52,Mobile,South,0
C02807,31,Female,4,1436.23,359.06,78,4.0,4,0.258,0,578,Mobile,North,0
C02808,32,Male,6,889.55,148.26,61,4.0,4,0.222,1,1124,Web,Central,0
C02809,55,Male,6,1230.62,205.1,59,10.0,4,0.207,1,821,Store,North,1
C02810,27,Male,5,862.69,172.54,29,4.0,5,0.082,1,790,Web,South,0
C02811,42,Male,12,1902.07,158.51,32,9.0,4,0.198,2,836,Store,North,1
C02812,31,Male,6,461.01,76.83,33,9.0,4,0.585,0,970,Web,South,1
C02813,27,Male,3,1238.88,412.96,87,9.0,3,0.27,1,1199,Store,South,0
C02814,64,Female,6,2002.55,333.76,65,6.0,3,0.397,0,490,Web,South,1
C02815,27,Male,5,1291.03,258.21,33,8.0,3,0.199,0,51,Web,Central,1
C02816,22,Male,7,596.39,85.2,51,6.0,1,0.223,0,911,Store,North,1
C02817,50,Male,5,580.72,116.14,119,10.0,4,0.258,2,1321,Store,South,0
C02818,59,Female,8,1224.35,153.04,1,7.0,0,0.254,0,122,Web,North,1
C02819,24,Male,7,270.92,38.7,46,9.0,4,0.343,1,1389,Mobile,South,0
C02820,51,Male,4,1473.9,368.48,52,13.0,4,0.598,1,910,Mobile,South,0
C02821,43,Male,15,347.87,23.19,31,9.0,3,0.344,2,1130,Web,South,0
C02822,57,Female,12,467.57,38.96,13,4.0,1,0.192,0,853,Web,South,0
C02823,24,Female,13,2663.87,204.91,29,15.0,5,0.056,1,1472,Web,South,1
C02824,64,Male,8,2372.73,296.59,25,4.0,1,0.37,0,766,Web,North,1
C02825,47,Male,12,793.45,66.12,53,6.0,1,0.131,0,996,Mobile,Central,1
C02826,58,Male,9,2089.53,232.17,26,6.0,2,0.265,1,159,Store,South,1
C02827,35,Female,11,599.68,54.52,51,12.0,3,0.014,0,626,Store,South,1
C02828,63,Female,4,1482.6,370.65,139,12.0,4,0.318,0,51,Web,North,0
C02829,48,Male,9,2186.55,242.95,20,11.0,1,0.065,0,1288,Mobile,South,1
C02830,24,Male,6,669.8,111.63,98,6.0,3,0.283,0,476,Store,North,0
C02831,62,Female,8,344.6,43.08,43,9.0,1,0.2,1,1303,Mobile,Central,1
C02832,56,Female,6,1139.42,189.9,5,4.0,4,0.179,0,804,Web,Central,0
C02833,32,Male,7,647.68,92.53,93,4.0,4,0.479,0,560,Web,South,1
C02834,44,Male,8,681.82,85.23,91,13.0,5,0.108,0,1165,,North,0
C02835,36,Male,7,465.38,66.48,20,9.0,3,0.32,0,1016,Store,South,1
C02836,44,Female,7,90.9,12.99,65,4.0,5,0.183,0,211,Mobile,South,0
C02837,64,Female,9,725.71,80.63,41,9.0,6,0.662,1,1113,Mobile,North,1
C02838,61,Female,5,779.2,155.84,57,7.0,6,0.413,0,1164,Store,North,1
C02839,28,Female,4,598.04,149.51,28,12.0,4,0.226,1,513,Web,North,1
C02840,64,Male,6,452.82,75.47,22,7.0,4,0.24,1,610,Web,South,0
C02841,39,Male,5,1803.87,360.77,18,9.0,4,0.094,0,988,Mobile,Central,1
C02842,51,Male,7,1296.42,185.2,111,3.0,4,0.338,0,344,Mobile,North,1
C02843,54,Female,7,366.15,52.31,20,9.0,6,0.261,1,940,Mobile,North,0
C02844,41,Female,6,1180.72,196.79,65,7.0,2,0.493,2,657,Mobile,North,1
C02845,39,Male,13,547.72,42.13,21,7.0,2,0.078,1,1021,Mobile,South,1
C02846,39,Male,7,1709.63,244.23,197,11.0,4,0.484,1,877,Mobile,South,0
C02847,59,Female,8,605.24,75.66,20,8.0,0,0.644,0,1449,Store,North,1
C02848,36,Female,3,1913.34,637.78,20,6.0,1,0.114,0,1082,Web,South,0
C02849,31,Female,6,1832.23,305.37,122,4.0,2,0.475,0,1482,Store,North,0
C02850,35,Male,7,1389.69,198.53,39,9.0,4,0.521,2,711,Web,South,1
C02851,27,Female,4,594.67,148.67,16,7.0,5,0.263,2,406,Web,South,0
C02852,36,Female,7,861.87,123.12,45,3.0,2,0.313,0,1085,Store,Central,1
C02853,23,Female,8,935.13,116.89,23,12.0,3,0.428,0,1253,Mobile,South,1
C02854,22,Female,4,1103.33,275.83,220,8.0,4,0.274,0,1040,,Central,0
C02855,52,Female,8,2010.23,251.28,8,9.0,4,0.107,1,566,Store,South,0
C02856,21,Female,9,798.3,88.7,76,5.0,6,0.495,2,1343,Mobile,South,1
C02857,45,Female,9,1688.08,187.56,125,9.0,4,0.178,2,1354,Store,South,1
C02858,55,Male,10,420.77,42.08,83,13.0,3,0.235,0,713,Store,South,0
C02859,52,Male,4,640.87,160.22,27,5.0,3,0.338,0,1221,Web,South,0
C02860,39,Female,4,556.31,139.08,101,10.0,4,0.086,0,959,Store,South,0
C02861,27,Female,5,1704.72,340.94,54,5.0,3,0.335,0,471,Web,South,0
C02862,62,Male,8,2238.56,279.82,73,3.0,7,0.303,2,608,Mobile,South,1
C02863,58,Male,10,707.18,70.72,85,12.0,4,0.039,2,1284,Mobile,South,0
C02864,47,Female,11,580.26,52.75,19,8.0,6,0.211,0,950,Mobile,North,1
C02865,22,Female,10,880.69,88.07,70,7.0,3,0.394,2,475,Web,North,0
C02866,19,Female,12,530.0,44.17,81,7.0,5,0.03,1,921,Store,South,0
C02867,33,Male,9,724.13,80.46,46,11.0,4,0.429,0,377,Mobile,South,0
C02868,25,Female,3,881.81,293.94,27,7.0,4,0.182,1,267,Store,North,1
C02869,59,Female,10,887.62,88.76,43,13.0,5,0.413,0,489,Mobile,North,0
C02870,27,Male,10,295.78,29.58,151,8.0,3,0.237,1,679,Mobile,South,0
C02871,31,Male,10,699.69,69.97,65,6.0,2,0.523,1,197,Web,North,0
C02872,64,Female,8,2573.45,321.68,49,5.0,5,0.091,1,1319,Mobile,North,1
C02873,57,Male,4,339.89,84.97,20,8.0,2,0.774,1,139,Mobile,North,0
C02874,28,Female,9,1094.06,121.56,100,,3,0.082,1,382,Mobile,South,0
C02875,36,Female,10,1026.96,102.7,70,9.0,6,0.388,0,708,Web,South,1
C02876,42,Female,8,3027.34,378.42,34,7.0,3,0.093,0,900,Web,South,1
C02877,49,Male,5,1063.9,212.78,29,4.0,3,0.35,1,1367,Store,South,1
C02878,62,Female,10,2446.13,244.61,17,6.0,2,0.49,0,706,Mobile,South,1
C02879,59,Male,4,1044.7,261.18,72,7.0,6,0.345,3,1286,Web,Central,0
C02880,64,Female,2,682.86,341.43,8,,3,0.456,2,1209,Web,Central,0
C02881,19,Male,6,1083.0,180.5,74,7.0,1,0.425,1,795,Store,Central,1
C02882,29,Female,5,409.04,81.81,8,5.0,2,0.598,0,1226,Mobile,North,0
C02883,45,Female,8,1142.76,142.84,41,5.0,3,0.258,1,663,Mobile,North,1
C02884,20,Male,7,728.41,104.06,102,3.0,1,0.449,2,686,Mobile,South,1
C02885,35,Male,10,685.87,68.59,6,5.0,1,0.172,0,888,Mobile,South,1
C02886,25,Female,8,1790.97,223.87,118,6.0,4,0.379,0,452,Web,North,0
C02887,62,Male,3,822.58,274.19,29,11.0,5,0.069,0,712,Mobile,Central,0
C02888,21,Male,9,221.69,24.63,43,3.0,4,0.306,0,479,Mobile,South,1
C02889,25,Male,8,1331.06,166.38,29,9.0,3,0.285,0,1005,Mobile,North,0
C02890,27,Female,11,1509.49,137.23,32,12.0,6,0.289,0,1026,Store,North,1
C02891,25,Female,8,3275.96,409.5,22,9.0,1,0.163,1,1262,Mobile,North,1
C02892,45,Male,5,1138.89,227.78,95,9.0,1,0.194,0,822,Store,North,0
C02893,35,Female,7,778.14,111.16,79,11.0,3,0.39,1,1448,Mobile,North,0
C02894,61,Male,7,1344.1,192.01,20,,1,0.124,0,1428,Web,South,1
C02895,30,Male,9,430.58,47.84,65,7.0,1,0.357,0,1228,Web,North,1
C02896,43,Male,6,684.28,114.05,55,5.0,8,0.614,2,1345,Mobile,North,0
C02897,49,Male,9,1431.21,159.02,35,8.0,6,0.257,1,273,Mobile,South,1
C02898,48,Male,8,862.02,107.75,68,9.0,3,0.321,0,719,Mobile,Central,1
C02899,56,Female,10,266.1,26.61,42,11.0,1,0.108,0,322,Web,South,1
C02900,27,Male,4,818.29,204.57,87,6.0,4,0.187,1,83,Web,South,0
C02901,42,Female,7,1072.63,153.23,23,10.0,2,0.064,1,243,Mobile,North,0
C02902,56,Male,6,839.39,139.9,81,10.0,2,0.511,2,507,Store,North,0
C02903,59,Male,6,296.05,49.34,8,4.0,5,0.077,1,889,Web,North,1
C02904,47,Male,6,128.43,21.4,52,5.0,2,0.382,0,849,Web,South,0
C02905,49,Female,10,1595.17,159.52,47,8.0,5,0.119,1,884,Web,North,0
C02906,59,Female,4,1490.43,372.61,24,12.0,3,0.009,1,974,Store,South,1
C02907,47,Male,6,633.86,105.64,70,11.0,5,0.314,1,1426,Mobile,North,0
C02908,63,Male,3,615.9,205.3,74,3.0,3,0.183,0,1254,Web,North,0
C02909,24,Male,6,786.45,131.08,28,6.0,4,0.088,0,451,Web,Central,1
C02910,34,Female,11,1646.07,149.64,35,13.0,2,0.236,0,844,Mobile,North,1
C02911,23,Male,11,1080.67,98.24,61,8.0,0,0.138,1,205,Store,South,1
C02912,22,Female,4,2129.11,532.28,10,13.0,2,0.432,1,814,Web,North,1
C02913,40,Male,11,1063.37,96.67,29,10.0,3,0.267,2,155,Mobile,North,1
